direction,training_generalized_eigenvalue,heldout_generalized_eigenvalue
328,2.0478668964660113e-15,2.2001297789615827e-15
329,2.046759968048025e-15,2.168124111349688e-15
330,2.031171833921258e-15,2.152734693864597e-15
331,1.9908367265461015e-15,2.1106117775592875e-15
332,1.9416301820303334e-15,2.0900479775061753e-15
333,1.9236496163454173e-15,2.0634564986572945e-15
334,1.916000829194109e-15,2.056737893987726e-15
335,1.9093888595428045e-15,2.0421424118814684e-15
336,1.9060046304659977e-15,2.029338462202679e-15
337,1.8881589094045584e-15,1.998207642972098e-15
338,1.872446753032514e-15,1.9672334450810416e-15
339,1.8577622690860577e-15,1.9578311848667443e-15
340,1.828128160561541e-15,1.9427704142651056e-15
341,1.8108247228171896e-15,1.924367660392441e-15
342,1.8015206559426533e-15,1.923093251505233e-15
343,1.7875639027566057e-15,1.900858462511434e-15
344,1.7687140870351065e-15,1.847384861146489e-15
345,1.7538834179106971e-15,1.8323236680526352e-15
346,1.736422134488651e-15,1.8218420488273804e-15
347,1.7101006393940548e-15,1.7902728420089563e-15
348,1.6844886485887883e-15,1.7801960396130065e-15
349,1.677226249628799e-15,1.7733306002321358e-15
350,1.6601342454150135e-15,1.7553971296302585e-15
351,1.6441323287180098e-15,1.7318229320380319e-15
352,1.6342666931728662e-15,1.7038961596956654e-15
353,1.6218139782699457e-15,1.6945289541143306e-15
354,1.6082385242309625e-15,1.6706769518875798e-15
355,1.578261217138131e-15,1.6565424040577294e-15
356,1.5580005180387738e-15,1.6511862814296721e-15
357,1.5398356976732747e-15,1.6489416128074168e-15
358,1.526424527826656e-15,1.6268928444464932e-15
359,1.5243729031991862e-15,1.6195369324122915e-15
360,1.4921244740710552e-15,1.6059403428221278e-15
361,1.4809126390246123e-15,1.589874644613301e-15
362,1.4743859394157458e-15,1.548460633507191e-15
363,1.4633277794377746e-15,1.531029458948523e-15
364,1.4550189395171068e-15,1.5204717905680926e-15
365,1.4396196840341652e-15,1.5021967966167113e-15
366,1.427149980811e-15,1.4933099830706787e-15
367,1.40827583795541e-15,1.4745737304065743e-15
368,1.391234217418367e-15,1.4451668514973652e-15
369,1.3681579959371897e-15,1.4375574389237187e-15
370,1.347577683703412e-15,1.420475910362735e-15
371,1.342605386008653e-15,1.402556367217652e-15
372,1.3262287238880227e-15,1.3906601308962718e-15
373,1.3193286180557574e-15,1.3879112917847399e-15
374,1.301042489685231e-15,1.3636307647633124e-15
375,1.2947692623459217e-15,1.350961198107461e-15
376,1.2766754185310817e-15,1.3342674804835719e-15
